id,pts,road,green,svf,building,meanh,temp,ws,humi
1493,3,26.11,35.79,10.08,10.05,6.62,26.87,2.1,71
1494,3,26.11,35.79,10.08,10.05,6.62,26.87,2.1,71
1495,3,31.91,30.82,58.79,14.36,5.42,27.29,2.5,71
1496,4,23.66,38.93,47.41,11.58,2.84,32.97,3.7,54
1497,4,23.66,38.93,47.41,11.58,2.84,32.97,3.7,54
1498,2,30.11,35.34,68.79,9.31,10.04,29.53,2,55
1499,1,27.15,33.85,67.41,12.2,5.8,30.71,2.1,52
1500,3,27.14,36.12,97.11,10.14,2.35,30.71,2.1,52
1501,3,27.9,32.84,96.46,11.66,2.21,30.71,2.1,52
1502,3,27.98,32.18,96.18,12.12,2.29,30.71,2.1,52
1503,4,15.23,46.33,1.59,8.36,6.97,32.1,2.5,46
1504,3,11.9,54.54,90.19,9.6,2.89,32.96,2.1,42
1505,3,0,99.86,99.97,0,0,33,1.9,41
1506,4,26.29,35.53,10.08,10.09,6.6,31.34,2,48
1507,1,17.67,38.67,75.49,10.99,2.75,21.6,0.7,94
1508,3,34.56,32.16,48.04,14.27,7.42,28.5,2.3,59
1509,3,15.35,54.89,53.8,7.2,4.25,31.29,2.5,51
1510,3,32.04,30.67,57.42,14.46,5.4,31.29,2.5,51
1511,3,26.23,35.63,10.1,10.07,6.61,31.81,2.6,47
1512,3,11.85,54.73,91.42,9.58,2.89,31.81,2.6,47
1513,3,11.61,45.8,99.73,1.58,1.2,31.81,2.6,47
1514,1,17.91,56.63,70.48,11.11,4.56,22.24,2.7,96
1515,2,26.2,35.67,10.11,10.07,6.61,22.24,2.7,96
1516,3,2.15,82.14,99.95,1.01,10.73,22.24,2.7,96
1517,4,6.46,57.31,99.12,1.03,1.18,32.44,1.5,52
1518,3,32.1,30.49,56.03,14.45,5.4,30.2,1.4,61
1519,4,20.79,48.92,83.09,9.93,2.53,31.09,1.7,57
1520,4,20.01,50.7,42.66,9.3,2.49,31.09,1.7,57
1521,4,4.97,30.34,97.62,1.84,1.21,31.09,1.7,57
1522,2,16.99,58.11,57.78,10.82,4.39,32.19,1.6,52
1523,3,25.73,35.44,79.9,16.38,2.51,32.19,1.6,52
1524,3,13.46,64.83,94.22,6.74,4.37,33,1.6,46
1525,2,17.78,56.73,70.73,11.03,4.51,29.64,2.3,72
1526,2,17.22,57.16,84.68,10.82,4.45,27.8,2.7,59
1527,2,32.2,30.26,54.07,14.5,5.4,28.54,2.2,57
1528,3,25.33,36.64,9.67,10.07,6.61,26.16,1.6,75
1529,1,17.78,56.69,70.67,11.02,4.5,27.19,1.7,70
1530,1,21.29,45.51,94.82,12,4.35,27.19,1.7,70
1531,2,24.21,43.81,42.43,10.19,6.43,27.19,1.7,70
1532,2,32.05,30.57,56.74,14.44,5.4,27.19,1.7,70
1533,1,17.92,56.52,70.67,11.07,4.53,27.96,1.8,76
1534,3,32.09,30.49,56.08,14.45,5.4,29.76,1.9,70
1535,2,27.71,31.65,89.51,18.77,3,31.03,2.3,62
1536,1,17.79,56.63,92.51,11.01,4.5,30.6,1.8,62
1537,1,17.89,56.5,71.07,11.04,4.51,28.87,1.6,74
1538,3,25.81,35.53,88.34,16.35,2.52,28.87,1.6,74
1539,3,29.76,31.81,26.21,13.77,7.01,30.59,1.7,67
1540,3,31.99,30.67,57.63,14.4,5.41,32.23,2.1,57
1541,4,26.54,33.45,88.95,17.62,2.62,32.23,2.1,57
1542,4,26.49,33.52,83.97,17.49,2.6,32.23,2.1,57
1543,3,26.47,33.68,89.49,17.53,2.62,32.23,2.1,57
1544,4,25.97,34.99,88.79,16.74,2.54,32.23,2.1,57
1545,4,5.06,75.78,20.38,1.62,4.51,30.2,2.4,59
1546,3,6.96,39.1,82.83,2.97,1.23,30.2,2.4,59
1547,2,15.19,54.85,2.52,7.12,4.37,30.2,2.4,59
1548,4,3.21,62.67,96.7,1.29,1.14,29.91,3,59
1549,4,22.44,41.54,24.76,9.98,2.85,30.1,3.1,61
1550,2,0.98,91.33,99.94,0.01,1,26.14,2.3,81
1551,1,5.86,55.29,97.6,2.32,1.56,27.79,3.1,75
1552,3,15.43,46.03,1.87,8.42,6.95,30.2,2.5,70
1553,3,0,97.94,99.82,0.01,1,32,2.6,63
1554,3,26.07,34.32,49.58,11.73,6,32,2.6,63
1555,4,14.98,55.3,48.93,7,4.35,33.73,2.6,57
1556,3,28.46,31.69,1.09,10.73,6.64,33.69,3.3,55
1557,1,14.84,55.81,44.59,6.97,4.14,29.44,3.2,71
1558,2,17.9,56.53,70.94,11.06,4.52,29.44,3.2,71
1559,1,26.58,37.18,31.35,12.03,5.94,29.31,2.8,73
1560,4,15.42,46.06,1.89,8.41,6.95,29.59,2.6,72
1561,1,17.95,56.47,70.49,11.09,4.54,28.29,2.2,81
1562,2,15.2,54.83,25.84,7.12,4.38,28.29,2.2,81
1563,3,15.47,45.99,1.82,8.43,6.95,26.23,2.6,94
1564,3,12.29,53.49,85.71,9.76,2.88,28.54,1.8,77
1565,3,35.05,31.34,54.26,14.69,8.04,29.6,2.3,69
1566,2,15.6,53.74,64.08,7.27,4.49,29.9,3.1,69
1567,4,21.46,45.59,91.18,12.26,2.82,30.16,2.9,68
1568,4,21.87,44.28,72.92,13.34,2.97,30.16,2.9,68
1569,4,21.05,47.09,90.02,11.91,2.85,30.47,2.8,66
1570,2,25.98,42.15,90.14,7.99,5.05,27.3,1.6,93
1571,3,28.49,31.64,1.08,10.73,6.64,27.9,2.3,90
1572,3,30.61,30.79,63.11,14.32,7.13,28.47,2.1,87
1573,3,35.31,30.92,1.51,14.7,7.33,29.34,2.5,78
1574,3,11.7,67.24,95.73,5.78,4.04,32.4,2.3,66
1575,2,15.16,54.91,2.83,7.1,4.36,33.46,2.9,60
1576,4,17.92,56.44,70.97,11.04,4.51,34.86,3.1,53
1577,3,0,99.74,99.99,0,0,35.27,2.8,52
1578,4,15.24,46.36,1.57,8.38,6.97,29.79,1.6,76
1579,3,34.92,31.56,33.35,14.47,7.37,29.6,1.3,76
1580,4,15.14,54.96,2.39,7.1,4.34,29.31,2.6,76
1581,4,15.15,54.95,2.58,7.1,4.34,31.2,1.9,67
1582,3,29.88,38.47,12.04,8.71,5.15,31.41,1.8,69
1583,4,15.19,46.5,2.37,8.37,6.97,32.69,2,63
1584,4,15.21,46.38,1.59,8.36,6.97,31.2,1.6,70
1585,4,14.98,55.61,50.76,7.02,4.16,32.59,1.6,63
1586,4,14.98,55.61,50.76,7.02,4.16,32.59,1.6,63
1587,3,0,99.97,98.32,0,0,33.21,2.1,60
1588,3,27.07,34.4,56.5,12.9,6.38,33.21,2.1,60
1589,4,28.51,31.71,1.31,10.59,6.72,35.37,2.2,54
1590,3,0,97.28,99.84,0.01,1,33.41,2.6,65
1591,3,35.29,30.96,1.47,14.68,7.32,33.41,2.6,65
1592,3,17.89,56.48,92.65,11.04,4.51,35.43,3,55
1593,4,15.16,54.91,2.45,7.11,4.36,35.43,3,55
1594,3,34.41,32.42,49.49,14.16,7.46,33.21,2.4,64
1595,3,15.17,54.9,2.13,7.11,4.35,30.47,2.9,68
1596,3,27.06,34.44,57.42,12.89,6.37,30.47,2.9,68
1597,3,17.9,56.46,92.65,11.04,4.51,31.53,2.8,64
1598,3,15.15,54.94,2.4,7.1,4.34,30.76,2.7,63
1599,4,24.36,34.36,96.67,8.19,3.91,28.57,1.7,76
1600,3,24.43,34.44,84.67,8.56,3.79,28.57,1.7,76
1601,3,0.02,94.35,99.4,0.01,0.32,28.59,1.9,73
1602,2,15.14,54.96,2.58,7.1,4.34,29.13,1.9,74
1603,2,10.94,32.5,33.51,1.73,1.2,28.79,1.8,76
1604,2,15.17,54.9,2.32,7.11,4.37,26.13,1.5,94
1605,2,17.66,48.39,95.46,6.52,1.47,27.04,1,93
1606,3,17.69,56.9,70.07,11.01,4.49,32.97,1.4,60
1607,3,15.19,54.87,2.04,7.12,4.36,33.5,1.7,58
1608,4,24.79,30.66,83.53,21.44,2.66,31.5,2.2,71
1609,4,21.55,33.68,17.08,20.59,2.54,32.67,2.1,66
1610,3,15.15,54.94,2.33,7.1,4.34,32.67,2.1,66
1611,3,23.21,32.74,38.92,19.28,3.07,25.61,2.2,94
1612,4,21.6,33.5,17.72,20.65,2.54,32.2,2.6,67
1613,3,15.17,54.9,2.23,7.11,4.36,32.2,2.6,67
1614,3,26.37,37.19,2.97,16.67,5.32,32.2,2.6,67
1615,3,17.68,56.92,69.99,11.01,4.49,32.9,2.6,63
1616,4,15.15,46.57,2.41,8.36,6.97,32.9,2.6,63
1617,4,15.17,46.52,2.38,8.36,6.97,31.94,3,62
1618,4,21.62,33.43,18.21,20.66,2.54,32.54,3.5,59
1619,1,0.54,99.26,98.41,0.09,1.64,32.54,3.5,59
1620,4,15.07,55.05,57.97,7.02,4.41,33.34,3.9,58
1621,2,28.12,33.48,89.79,10.08,3.38,23.83,1.4,98
1622,3,35.16,31.24,40.89,14.59,7.33,24.31,0.6,97
1623,3,23.08,36.41,13.88,21.35,2.35,27.53,1.8,74
1624,2,16.88,58.17,91.47,10.76,4.37,28.23,1.5,72
1625,4,32.58,36.93,83.22,11.84,7.67,29.39,2.2,67
1626,3,24.01,37.28,21.6,10.49,6.78,28.9,1.7,59
1627,3,24.04,36.2,52.94,10.32,6.94,28.9,1.7,59
1628,3,11.53,63.79,2.75,9.46,4.73,28.9,1.7,59
1629,3,23.74,33.11,64.33,22.01,2.38,28.9,1.7,59
1630,3,26.92,34.52,85.41,16.01,3.18,29.59,1.6,56
1631,3,25.38,36.66,56.5,13.77,3.13,30.53,1.7,51
1632,3,12.17,62.67,47.08,9.6,4.78,30.67,1.9,51
1633,3,24.44,33.05,70.88,16.3,6.06,28.77,2.7,67
1634,3,2.78,77.29,99.75,1.16,3.52,30.49,2.2,63
1635,3,22.58,39.95,13.15,17.39,5.64,30.56,2.3,64
1636,2,17.75,56.61,92.11,10.98,4.49,30.56,2.3,64
1637,2,29.92,31.65,12.51,17.21,3.97,31.23,2.3,68
1638,2,21.54,33.54,21.62,20.72,2.53,27.4,0.8,89
1639,3,0,95.49,99.79,0.02,0.89,28.61,3,64
1640,3,15.21,55.07,50.27,7.12,4.25,29.59,2.7,57
1641,3,16.95,58.16,92.39,10.8,4.38,30.84,2.9,50
1642,2,21.58,33.41,20.33,20.76,2.53,30.84,2.9,50
1643,3,16.09,33.6,97.45,4.77,5.6,30.84,2.9,50
1644,3,21.78,31.66,95.56,7.01,3.85,24.66,0.9,69
1645,2,17.71,56.74,92.4,10.99,4.49,30.33,1.7,56
1646,3,25.69,36.29,29.35,13.77,3.1,31.8,1.4,52
1647,2,20.32,37.73,98.63,21.61,2.16,31.79,1.5,54
1648,3,6.11,52.69,74.25,2.32,1.56,31.79,1.5,54
1649,2,15.44,45.76,96.61,2.36,1.02,31.6,1,57
1650,3,26.18,34.35,88.79,17.08,2.58,27.01,1,75
1651,3,26.63,33.13,86.46,17.79,2.62,27.01,1,75
1652,2,17.7,56.8,70.17,11,4.49,27.13,1.1,76
1653,3,35.47,30.71,0.17,14.76,7.31,27.34,0.7,77
1654,3,19.63,39.19,12.33,19.76,2.58,25.36,1.1,92
1655,3,35.53,30.62,0.16,14.79,7.3,20.39,2.2,93
1656,1,22.13,41.43,42.63,8.49,9.41,20.39,2.2,93
1657,2,17.64,56.82,92.24,10.97,4.48,21.61,2.8,85
1658,3,21.88,30.56,32.07,9.44,3.31,21.97,3,80
