id,pts,road,green,svf,building,meanh,temp,ws,humi
429,1,52.08,0,2.46,23.07,6.65,22.8,0.7,78
430,4,57.48,0,19.53,16.93,7.65,22.8,0.7,78
431,3,38.14,20.04,36.58,18.65,6.17,22.8,0.7,78
432,2,48.06,0,27.59,17.58,9.27,22.27,0.6,81
433,2,31.75,14.64,9.05,30.63,2.93,22.27,0.6,81
434,3,47.02,0,18.67,31.28,4.52,22.27,0.6,81
435,3,52.93,0,16.16,26.45,9.11,22.27,0.6,81
436,2,37.3,2.3,41.47,12.74,8.97,22.27,0.6,81
437,1,36.77,0,69.31,37.95,2.91,22.27,0.6,81
438,2,37.53,0,21.39,26.67,3,22.27,0.6,81
439,2,33.22,0,23.71,30.78,3.19,21.47,0.7,85
440,1,31.41,2.27,43.47,10.39,3.85,21.47,0.7,85
441,1,32.73,0,17.84,32.86,3.59,21.47,0.7,85
442,2,32.84,0,7.54,32.35,3.66,21.47,0.7,85
443,1,52.22,0,4.61,26.78,6.82,21.47,0.7,85
444,1,36.57,0,15.33,28.38,3.64,20.19,0.5,90
445,2,49.07,1.82,30.68,21.74,6,25.54,2.2,41
446,1,19.35,49.66,97.86,15.65,2.42,25.54,2.2,41
447,1,35.94,21.63,0.36,11.09,9.8,23.24,1.4,49
448,1,17.31,57.36,91.88,10.88,4.45,23.24,1.4,49
449,1,35.5,23.71,30.12,19.17,6.14,23.24,1.4,49
450,1,1.64,95.32,99.46,0.39,1.93,23.24,1.4,49
451,2,42.23,9.94,17.45,25.37,4.74,23.24,1.4,49
452,1,42.26,0,15.48,29.96,4.02,23.24,1.4,49
453,2,45.53,0,6.86,30.37,4.16,23.24,1.4,49
454,2,34.84,0,21.36,23.83,2.75,21.47,1,59
455,2,48.68,0,25.35,17.79,9.66,21.47,1,59
456,1,34.34,26.5,12.28,15.82,5.26,21.47,1,59
457,3,47.02,0,15.62,31.28,4.52,20.33,1.2,63
458,1,36.76,0,69.76,38,2.91,20.33,1.2,63
459,2,53.08,0,64.06,25.45,6.82,20.33,1.2,63
460,1,38.95,12.68,26.52,20.97,4.11,20.33,1.2,63
461,1,51.81,0,14.91,27.41,8.74,20.33,1.2,63
462,1,39.7,7.38,29.63,24.21,3.91,20.33,1.2,63
463,2,46.31,2.16,29.12,25.57,6.03,19.11,0.8,70
464,1,52.19,0,5.73,26.78,6.82,19.11,0.8,70
465,1,49.69,0,55.23,27.26,6.61,19.11,0.8,70
466,3,49.65,0,30.99,34.39,4.71,19.11,0.8,70
467,1,40.77,23.91,65.61,16.45,6.9,19.11,0.8,70
468,1,31.43,2.33,41.57,10.38,3.85,19.11,0.8,70
469,1,52.64,0,43.35,23.12,6.59,19.11,0.8,70
470,2,38.18,11.29,27.05,25.15,3.6,18.5,1,73
471,1,36.35,18.37,0.33,14.01,4.79,18.5,1,73
472,2,37.54,0.02,21.82,30.71,4.27,18.5,1,73
473,1,46.67,13.73,3.01,18.24,7.47,18.5,1,73
474,1,49.87,0.14,52.56,27.14,5.75,17.76,0.8,77
475,1,38.32,10.75,6.26,25.39,3.6,17.76,0.8,77
476,1,47.03,0,1.53,15.33,6.9,17.76,0.8,77
477,1,33.76,9.85,67.31,23.15,4.23,17.17,0.9,82
478,1,50.47,0.13,29.33,22.26,6.04,25.43,3.2,48
479,3,46.09,0,20.79,29.23,4.27,25.43,3.2,48
480,1,17.45,57.16,92.2,10.93,4.47,25.43,3.2,48
481,1,11.98,74.88,97.21,6.5,2.29,25.43,3.2,48
482,3,45.8,0,22.86,11.72,6.4,23.56,3,50
483,1,36.75,0,69.96,38.02,2.91,23.56,3,50
484,2,0.25,94.91,94.94,0.24,1.22,23.56,3,50
485,2,43.55,0,67.18,25.06,6.08,23.56,3,50
486,1,42.24,0,15.7,29.96,4.02,22.79,3.2,52
487,2,36.56,0,7.11,31.86,3.97,22.79,3.2,52
488,1,38.4,10.59,6.65,25.46,3.59,22.79,3.2,52
489,1,21.65,33.43,19.57,20.61,2.56,22.79,3.2,52
490,1,32.94,29.2,2.75,14.99,5.34,22.79,3.2,52
491,1,35.29,24.07,16.27,19.07,6.13,22.79,3.2,52
492,1,34.23,2.93,84.42,23.09,3.35,22.79,3.2,52
493,1,37.19,2.56,33.97,12.7,9.25,22.79,3.2,52
494,1,61.39,0,30.61,25.03,10.18,21.81,2.6,57
495,1,45.21,1.59,30.43,29.9,4.18,21.81,2.6,57
496,1,53.42,0,58.58,23.26,6.66,21.81,2.6,57
497,2,34.88,0,11.67,23.81,2.75,21.81,2.6,57
498,1,52.19,0,16.43,27.04,8.9,21.81,2.6,57
499,1,37.24,2.36,39.49,12.71,9,21.81,2.6,57
500,1,60.62,2.35,26.64,18.82,11.61,21.81,2.6,57
501,2,36.29,21.89,30.21,20.07,6.14,21.81,2.6,57
502,1,36.55,0,29.67,28.93,3.64,21.81,2.6,57
503,2,49.68,0,32.15,34.35,4.71,20.99,2,62
504,2,40.57,0,31.08,32.54,2.92,20.99,2,62
505,1,45.77,5.6,38.97,24.66,5.26,20.99,2,62
506,1,51.37,0,20.48,20.46,8.11,20.99,2,62
507,2,23.48,48.49,94.26,10.26,4.59,20.99,2,62
508,1,31.43,2.39,39.87,10.37,3.85,19.87,1.6,68
509,2,38.83,0,11.52,35.54,3.74,19.87,1.6,68
510,1,42.06,0,9.45,29.16,4.08,19.87,1.6,68
511,1,35.58,19,53.1,13.45,4.7,19.87,1.6,68
512,1,38.04,0,34.6,36.82,3.74,19.87,1.6,68
513,1,42.24,0,15.12,29.9,4.03,22.01,1.7,84
514,2,51.1,0,52.17,30.74,6.72,22.01,1.7,84
515,1,33.73,9.79,65.62,23.28,4.21,22.01,1.7,84
516,1,38.06,1.56,39.01,13.38,9.18,22.01,1.7,84
517,2,54.81,1.64,5.5,21,8.43,22.01,1.7,84
518,3,34.71,3.95,11.43,38.34,3.44,22.01,1.7,84
519,1,31.39,2.34,41.38,10.36,3.85,18.27,0.6,83
520,1,41.98,0,1.15,28.89,4.07,22.01,1.7,84
521,1,43.59,11.93,5.96,18.41,6.66,22.01,1.7,84
522,1,17.54,57.14,68.2,10.97,4.48,22.01,1.7,84
523,1,35.91,21.64,0.3,11.09,9.8,21.6,1.1,86
524,1,54.31,0,61.24,24.21,7.37,21.6,1.1,86
525,1,38.41,13.65,8.86,20.5,4.08,21.6,1.1,86
526,1,32.96,29.15,2.99,15,5.34,21.6,1.1,86
527,1,50.06,0,53.98,34.62,5.16,21.6,1.1,86
528,2,32.26,0.65,78.38,29.61,2.17,21.6,1.1,86
529,2,32.26,0.65,78.38,29.61,2.17,21.6,1.1,86
530,1,41.53,0,31.59,28.89,4.01,21.36,1.1,86
531,2,46.11,0,31.7,29.37,4.27,21.36,1.1,86
532,2,34.45,18.42,45.88,11.61,6.99,21.36,1.1,86
533,1,38.01,1.69,33.33,13.29,9.22,21.36,1.1,86
534,2,49.12,1.32,54.31,26.05,5.98,21.36,1.1,86
535,3,47.05,0,21.91,31.25,4.52,21.09,0.9,86
536,2,40.53,22.33,12.58,17.02,7.38,21.09,0.9,86
537,1,33.67,2.16,40.58,16.12,4.64,21.09,0.9,86
538,2,41.28,14.61,48.27,20.48,5.23,21.09,0.9,86
539,2,50.08,0,42.91,26.28,4.96,21.09,0.9,86
540,1,48.63,0,8.94,28.73,4.92,20.79,0.9,88
541,1,56.4,0,34.43,26.9,7.19,20.79,0.9,88
542,1,49.13,0,41.72,17.43,10.14,20.79,0.9,88
543,1,45.77,5.6,38.97,24.66,5.26,20.79,0.9,88
544,1,35.16,24.29,9.5,19.03,6.08,20.79,0.9,88
545,1,31.4,2.29,42.78,10.38,3.85,20.79,0.9,88
546,1,48.76,0,43.35,28.69,7.53,20.61,0.8,87
547,1,48.76,0,43.35,28.69,7.53,20.61,0.8,87
548,2,36.46,0,8.87,31.18,3.74,20.61,0.8,87
549,1,36.41,0,14.2,28.32,3.65,20.61,0.8,87
550,2,42.29,9.87,3.61,25.33,4.74,20.61,0.8,87
551,1,0,99.97,98.71,0,0,19.87,0.8,90
552,2,38.82,0,14.01,35.47,3.77,19.43,0.7,91
553,1,43.53,11.11,58.82,19.04,6.62,20.56,1.6,98
554,1,31.13,23.25,34.72,23.67,2.62,20.56,1.6,98
555,1,62.46,0,38.02,23.56,10.08,20.56,1.6,98
556,2,0.28,94.88,93.56,0.22,1.25,20.66,1.8,98
557,2,34.16,18.33,46.42,11.33,7.09,20.66,1.8,98
558,2,30.62,23.34,18.82,23.79,2.72,20.66,1.8,98
559,2,30.62,23.34,18.82,23.79,2.72,20.66,1.8,98
560,2,34.53,32.31,51.6,14.25,7.41,20.66,1.8,98
561,1,15.14,55,1.97,7.1,4.33,20.66,1.8,98
562,2,53.3,0,46.07,25.44,6.87,20.66,1.8,98
563,1,32.08,9.26,75.1,9.74,9.87,20.66,1.8,98
564,3,47.03,0,18.09,31.27,4.52,20.66,1.8,98
565,2,36.75,0,69.18,38,2.91,20.66,1.8,98
566,1,46.91,0,1.18,15.29,6.89,20.66,1.8,98
567,1,42.75,9.59,57.26,22.53,5.66,20.66,1.8,98
568,2,42.37,9.81,15.67,25.29,4.76,20.66,1.8,98
569,2,38.82,0,14.01,35.47,3.77,20.77,1.4,97
570,1,39.11,12.52,12.76,20.98,4.1,20.77,1.4,97
571,2,47.83,0,28.02,34.65,4.85,20.77,1.4,97
572,1,56.96,0,10,25.36,10.43,20.77,1.4,97
573,1,41.49,0,33.77,28.87,4.02,20.77,1.4,97
574,1,17.3,57.42,92,10.88,4.44,20.77,1.4,97
575,3,40.28,0,53,33.61,3.91,20.81,0.9,98
576,1,0,99.97,98.71,0,0,20.81,0.9,98
577,1,36.68,0.1,19.93,30.15,4.2,20.81,0.9,98
578,1,45.17,1.43,32.92,30.11,4.17,20.81,0.9,98
579,2,37.41,0,43.55,35.4,4.48,20.81,0.9,98
580,1,31.82,14.92,21.03,30.12,2.95,20.81,0.9,98
581,1,51.93,0,15.37,27.31,8.78,20.81,0.9,98
582,2,45.36,4.49,50.32,24.63,5.99,20.81,0.9,98
583,1,34.87,0,11.27,23.81,2.75,20.76,0.6,98
584,1,35.52,11.38,61.57,25.78,6.49,20.76,0.6,98
585,1,32.73,29.59,1.46,14.85,5.36,20.76,0.6,98
586,1,51.52,0,0.87,20.47,8.11,20.77,0.4,98
587,2,30.33,7.44,0.28,9.37,10.06,20.77,0.4,98
588,1,52.23,0,4.73,26.79,6.82,20.77,0.4,98
589,1,33.09,0.95,55.45,39.68,3.16,20.77,0.4,98
590,1,56.51,0,33.44,26.8,7.23,20.74,0.2,99
591,1,46.57,0,34.19,15.1,6.96,20.8,0.3,99
592,1,38.94,0,28.42,35.9,4.57,20.77,0.4,99
593,1,36.05,22.15,30.14,20.16,6.1,22.07,1.4,92
594,1,36.05,22.15,30.14,20.16,6.1,22.07,1.4,92
595,1,32.54,0.9,27.96,28.72,3.19,22.07,1.4,92
596,2,38.92,0,73.19,32.36,4.78,22.07,1.4,92
597,1,17.37,57.34,92.29,10.91,4.46,21.77,1.6,92
598,1,46.99,0,2.15,30.79,6.72,21.77,1.6,92
599,1,32.67,0,1.79,36.82,2.46,21.77,1.6,92
600,2,30.4,7.37,0.31,9.41,10.03,21.77,1.6,92
601,2,31.8,14.8,19.94,30.34,2.95,18.27,0.6,83
602,3,47.04,0,19.29,31.26,4.52,21.77,1.6,92
603,2,34.61,32.18,51.47,14.29,7.39,21.77,1.6,92
604,1,45.94,5.48,18.4,24.62,5.25,21.77,1.6,92
605,2,42.35,9.74,5.86,25.4,4.73,21.77,1.6,92
606,2,42.31,0,14.39,29.58,4.06,21.66,1.5,90
607,1,32.62,29.78,45.25,14.78,5.37,21.66,1.5,90
608,3,57.47,0,2.13,17.02,7.72,21.66,1.5,90
609,1,38.9,0,34.98,35.54,3.74,21.66,1.5,90
610,2,34.24,18.34,40.93,11.37,7.12,21.66,1.5,90
611,1,41.15,0,60.18,29.26,3.99,21.66,1.5,90
612,1,38.51,10.32,12.21,25.59,3.59,21.66,1.5,90
613,1,37.07,2.65,34.79,12.65,9.27,21.66,1.5,90
614,1,39.03,18.56,46.88,19.23,6.29,21.66,1.5,90
615,1,39.03,18.56,46.88,19.23,6.29,21.66,1.5,90
616,1,55.04,0,11.87,21.08,8.51,21.33,0.9,92
617,2,15.12,46.69,2.48,8.36,6.98,21.33,0.9,92
618,1,54.45,0,21.64,24.77,6.86,21.33,0.9,92
619,2,31.78,14.96,21.52,30.09,2.95,21.33,0.9,92
620,1,35.86,18.8,58.03,13.69,4.77,21.33,0.9,92
621,1,61.42,0,29.87,25.04,10.2,20.99,0.7,94
622,1,0,99.58,98.62,0,0,20.99,0.7,94
623,1,34.86,0,11.18,23.81,2.75,20.99,0.7,94
624,2,35.02,23.55,28.44,20.01,6.03,20.99,0.7,94
625,1,38.88,0,41.31,36.16,3.88,20.99,0.7,94
626,1,32.03,38.07,86.35,13.06,5.97,20.81,0.8,95
627,1,48.14,0,59.8,20.92,4.6,20.81,0.8,95
628,1,34.69,0.01,66.54,29.44,3.67,20.81,0.8,95
629,1,33.83,1.61,44.99,39.87,3.25,20.81,0.8,95
630,1,47.36,0,4.24,31.81,5.36,20.81,0.8,95
631,1,52.53,0.9,24.22,21.22,5.89,20.54,0.7,95
632,1,34.65,0,11.84,30.44,3.57,20.54,0.7,95
633,1,38.82,0,14.01,35.47,3.77,20.54,0.7,95
634,1,39.77,0,5.53,34.2,5.22,19.9,0.7,97
635,1,36.76,0,20.71,30.81,3.88,19.9,0.7,97
636,1,38.61,0,44.45,36.04,4.57,19.33,<없음>,98
637,4,53.18,0,25.08,17.65,11.86,23,2.1,81
638,1,52.28,0.44,67.1,29.66,6.25,23,2.1,81
639,1,49.45,0.11,6.78,21.34,6.01,23,2.1,81
640,1,36.54,24.44,39.82,15.26,8.68,23,2.1,81
641,1,36.21,0,5.18,34.09,3.81,23,2.1,81
642,1,17.41,57.24,92.25,10.92,4.46,23,2.1,81
643,2,33.05,0,45.81,26.79,3.33,23,2.1,81
644,1,36.76,0,69.3,37.98,2.92,23,2.1,81
645,1,42.45,3.77,62.15,29.4,3.72,18.27,0.6,83
646,1,15.45,54.93,61.98,7.25,4.23,22.39,1.3,84
647,2,52.46,0,55.24,24.63,6.03,22.39,1.3,84
648,2,40.53,22.33,12.58,17.02,7.38,22.39,1.3,84
649,1,45.11,7.69,39.53,27.84,4.95,22.39,1.3,84
650,2,43.78,0,51.62,31.48,3.53,22.39,1.3,84
651,1,47.93,0,1.06,35.43,4.87,22.39,1.3,84
652,1,32.44,0.91,29.37,28.67,3.17,21.69,1.3,86
653,1,45.17,2.21,27,17.14,8.09,21.69,1.3,86
654,1,37.92,0,65.83,41.57,1.74,21.69,1.3,86
655,1,61.31,0,31.7,25.01,10.21,21.69,1.3,86
656,1,43.54,11.44,51.24,18.8,6.65,21.69,1.3,86
657,1,35.37,22.72,38.06,10.86,9.89,21.69,1.3,86
658,2,15.34,46.46,2.32,8.48,7.01,21.69,1.3,86
659,2,37.43,0.02,23.28,30.72,4.25,21.69,1.3,86
660,2,37.43,0.02,23.28,30.72,4.25,21.69,1.3,86
661,2,48.41,0,8.19,33.25,5.82,21.69,1.3,86
662,1,38.82,0,14.01,35.47,3.77,21.69,1.3,86
663,1,45.96,1.42,28.33,16.82,7.81,21.69,1.3,86
664,1,56.12,0.03,47.14,21.68,8.01,21.69,1.3,86
665,3,47.04,0,19.4,31.26,4.52,21.11,1.4,89
666,1,47.39,1,43.89,21.26,6.71,21.11,1.4,89
667,1,41.45,0,34.39,28.86,4.02,21.11,1.4,89
668,2,49,6.03,32.91,19.61,7.73,21.11,1.4,89
669,1,0,99.97,98.71,0,0,21.11,1.4,89
670,1,60.58,2.39,26.77,18.8,11.6,21.11,1.4,89
671,1,32.69,29.65,1.46,14.83,5.36,21.11,1.4,89
672,1,37.87,0,73.45,13.55,7.76,20.46,0.7,90
673,3,34.13,0,61.59,32.54,3.89,20.46,0.7,90
674,3,34.2,0,48.29,32.61,3.89,20.46,0.7,90
675,1,35.74,23.16,30.1,19.41,6.12,20.46,0.7,90
676,1,42.3,4.81,80.3,21.2,5.75,20.46,0.7,90
677,1,36.17,18.47,5.02,13.92,4.77,20.46,0.7,90
678,1,39.01,2.72,29.02,11.71,7.69,20.46,0.7,90
679,1,38.52,6.11,70.38,9.41,8.75,20.46,0.7,90
680,1,36.88,0,60.19,33.86,3.89,20.46,0.7,90
